  1.273008E-01 8.595E+00
  1.373008E-01 7.946E+00
  1.885855E-01 5.328E+00
  2.385663E-01 3.769E+00
  2.872870E-01 2.846E+00
  3.347897E-01 2.262E+00
  3.811145E-01 1.853E+00
  4.263001E-01 1.539E+00
  4.703837E-01 1.291E+00
  5.134006E-01 1.093E+00
  5.553851E-01 9.379E-01
  5.963699E-01 8.185E-01
  6.363865E-01 7.267E-01
  7.136350E-01 5.980E-01
  8.229658E-01 4.698E-01
  9.575967E-01 3.444E-01
  1.051007E+00 2.789E-01
  1.138539E+00 2.362E-01
  1.246932E+00 2.021E-01
  1.621784E+00 1.191E-01
  1.744381E+00 1.001E-01
  1.867116E+00 8.883E-02
  2.259368E+00 6.792E-02
  2.409574E+00 6.043E-02
  2.484017E+00 5.993E-02
  2.529059E+00 6.294E-02
  2.552097E+00 6.732E-02
  2.569598E+00 7.428E-02
  2.578055E+00 8.028E-02
  2.586325E+00 8.983E-02
  2.590391E+00 9.702E-02
  2.594413E+00 1.071E-01
  2.598390E+00 1.220E-01
  2.602324E+00 1.461E-01
  2.606215E+00 1.912E-01
  2.610063E+00 2.987E-01
  2.613870E+00 7.536E-01
  2.617636E+00 4.493E+01
  2.621361E+00 2.172E-01
  2.625047E+00 1.509E-02
  2.628693E+00 8.955E-05
  2.632300E+00 2.208E-03
  2.635869E+00 6.527E-03
  2.639400E+00 1.067E-02
  2.642894E+00 1.424E-02
  2.646352E+00 1.727E-02
  2.653159E+00 2.199E-02
  2.663107E+00 2.688E-02
  2.675901E+00 3.111E-02
  2.699984E+00 3.605E-02
  2.752544E+00 4.226E-02
  2.824195E+00 5.027E-02
  2.860904E+00 5.742E-02
  2.884040E+00 6.539E-02
  2.900980E+00 7.531E-02
  2.913126E+00 8.702E-02
  2.922380E+00 1.012E-01
  2.930133E+00 1.199E-01
  2.935676E+00 1.404E-01
  2.940127E+00 1.647E-01
  2.944432E+00 2.000E-01
  2.947775E+00 2.414E-01
  2.950226E+00 2.854E-01
  2.952629E+00 3.472E-01
  2.954206E+00 4.039E-01
  2.955763E+00 4.797E-01
  2.957300E+00 5.846E-01
  2.958061E+00 6.531E-01
  2.958817E+00 7.365E-01
  2.959569E+00 8.396E-01
  2.960315E+00 9.693E-01
  2.961057E+00 1.136E+00
  2.961795E+00 1.356E+00
  2.962528E+00 1.653E+00
  2.963256E+00 2.072E+00
  2.963980E+00 2.690E+00
  2.964699E+00 3.657E+00
  2.965414E+00 5.303E+00
  2.966124E+00 8.459E+00
  2.966830E+00 1.578E+01
  2.967531E+00 4.001E+01
  2.968228E+00 2.461E+02
  2.968921E+00 7.135E+02
  2.969610E+00 5.661E+01
  2.970295E+00 1.878E+01
  2.970975E+00 9.247E+00
  2.971651E+00 5.501E+00
  2.972323E+00 3.665E+00
  2.972991E+00 2.641E+00
  2.973655E+00 2.019E+00
  2.974315E+00 1.623E+00
  2.974971E+00 1.366E+00
  2.975623E+00 1.207E+00
  2.976271E+00 1.128E+00
  2.976915E+00 1.138E+00
  2.977555E+00 1.293E+00
  2.978191E+00 1.849E+00
  2.978824E+00 5.033E+00
  2.979453E+00 7.960E+01
  2.980078E+00 6.550E-01
  2.980700E+00 6.639E-02
  2.981317E+00 5.317E-03
  2.981931E+00 1.392E-04
  2.982542E+00 3.133E-03
  2.983149E+00 6.436E-03
  2.983752E+00 8.750E-03
  2.984352E+00 1.008E-02
  2.984948E+00 1.066E-02
  2.985541E+00 1.072E-02
  2.986130E+00 1.043E-02
  2.987299E+00 9.302E-03
  2.990162E+00 5.819E-03
  2.991840E+00 4.080E-03
  2.992943E+00 3.139E-03
  2.994034E+00 2.362E-03
  2.995112E+00 1.732E-03
  2.996178E+00 1.230E-03
  2.996706E+00 1.022E-03
  2.997232E+00 8.386E-04
  2.997755E+00 6.786E-04
  2.998274E+00 5.401E-04
  2.998791E+00 4.212E-04
  2.999305E+00 3.203E-04
  2.999816E+00 2.359E-04
  3.000325E+00 1.666E-04
  3.000830E+00 1.110E-04
  3.001333E+00 6.793E-05
  3.001833E+00 3.629E-05
  3.002330E+00 1.505E-05
  3.002824E+00 3.257E-06
  3.003316E+00 4.103E-08
  3.003805E+00 4.600E-06
  3.004291E+00 1.619E-05
  3.004775E+00 3.414E-05
  3.005256E+00 5.782E-05
  3.005734E+00 8.665E-05
  3.006210E+00 1.201E-04
  3.006683E+00 1.577E-04
  3.007622E+00 2.435E-04
  3.009012E+00 3.929E-04
  3.011278E+00 6.767E-04
  3.018959E+00 1.717E-03
  3.022927E+00 2.143E-03
  3.026330E+00 2.367E-03
  3.029229E+00 2.404E-03
  3.031673E+00 2.279E-03
  3.033368E+00 2.074E-03
  3.035023E+00 1.741E-03
  3.035997E+00 1.457E-03
  3.036958E+00 1.089E-03
  3.037590E+00 7.842E-04
  3.038217E+00 4.285E-04
  3.038528E+00 2.416E-04
  3.038838E+00 7.486E-05
  3.039146E+00 1.342E-06
  3.039452E+00 2.729E-04
  3.039758E+00 1.998E-03
  3.040062E+00 1.342E-02
  3.040364E+00 5.000E-01
  3.040665E+00 1.010E-01
  3.040965E+00 2.454E-02
  3.041263E+00 1.267E-02
  3.041560E+00 8.338E-03
  3.041855E+00 6.141E-03
  3.042150E+00 4.804E-03
  3.042442E+00 3.888E-03
  3.042734E+00 3.208E-03
  3.043024E+00 2.671E-03
  3.043313E+00 2.227E-03
  3.043600E+00 1.849E-03
  3.043886E+00 1.518E-03
  3.044171E+00 1.225E-03
  3.044454E+00 9.621E-04
  3.044737E+00 7.275E-04
  3.045018E+00 5.201E-04
  3.045297E+00 3.410E-04
  3.045576E+00 1.933E-04
  3.045853E+00 8.225E-05
  3.046129E+00 1.525E-05
  3.046403E+00 2.711E-06
  3.046677E+00 5.859E-05
  3.046949E+00 2.015E-04
  3.047220E+00 4.564E-04
  3.047489E+00 8.564E-04
  3.047758E+00 1.446E-03
  3.048025E+00 2.287E-03
  3.048291E+00 3.462E-03
  3.048556E+00 5.089E-03
  3.048820E+00 7.332E-03
  3.049082E+00 1.043E-02
  3.049344E+00 1.475E-02
  3.049604E+00 2.081E-02
  3.049863E+00 2.947E-02
  3.050121E+00 4.209E-02
  3.050378E+00 6.103E-02
  3.050634E+00 9.047E-02
  3.050888E+00 1.385E-01
  3.051141E+00 2.224E-01
  3.051394E+00 3.832E-01
  3.051645E+00 7.397E-01
  3.051895E+00 1.751E+00
  3.052144E+00 6.598E+00
  3.052392E+00 1.791E+02
  3.052639E+00 1.532E+01
  3.052885E+00 3.599E+00
  3.053129E+00 1.662E+00
  3.053373E+00 9.960E-01
  3.053615E+00 6.859E-01
  3.053857E+00 5.149E-01
  3.054097E+00 4.101E-01
  3.054337E+00 3.410E-01
  3.054575E+00 2.933E-01
  3.054813E+00 2.591E-01
  3.055049E+00 2.341E-01
  3.055284E+00 2.158E-01
  3.055752E+00 1.935E-01
